"出荷日","出品者SKU","FNSKU","ASIN","FC","数量","Amazon注文番号","通貨","商品金額（商品1点ごと）","配送料","ギフト包装手数料","配送先（市区町村）","都道府県名","配送先（郵便番号）","付与されたAmazon ポイント"
"2022-10-12T11:09:16+09:00","N7-DJHE-BRRC","X000ZN76Q3","B09P8SVSXS","HND6","1","250-2944203-5586216","JPY","890.00","200.00","0.00",",","神奈川県","233-0002","0"
"2022-10-12T11:06:39+09:00","7K-1BQC-2KED","X000Y4RKFF","B098DVR5NR","KIX4","1","249-0369244-5159813","JPY","1780.00","0.00","0.00","","東京都","151-0064","18"
"2022-10-12T11:05:17+09:00","LR-3KLG-FCBD","X000ZN6XDP","B09P8V2ZC7","NRT5","1","249-4050184-6664605","JPY","908.00","0.00","0.00","","東京都","169-0073","0"
"2022-10-12T10:07:55+09:00","SE-6APE-EDI4","X000WRDPNZ","B0782VLBQ7","NRT5","1","250-6004631-9115864","JPY","1780.00","0.00","0.00","","神奈川県","223-0066","18"
"2022-10-12T06:31:00+09:00","ML-8QBG-3WLZ","X000RJJ4E7","B077VVKF43","TYO7","1","250-6724296-4442231","JPY","1380.00","0.00","0.00","","静岡県","425-0022","0"
"2022-10-12T06:31:00+09:00","6I-0H96-18IA","X000RJIWPT","B077VWS1WM","TYO7","1","250-6724296-4442231","JPY","1480.00","0.00","0.00","","静岡県","425-0022","0"
"2022-10-12T06:11:02+09:00","Z6-YMP1-EWGJ","X000UXVO57","B089WHDKSV","NRT5","1","250-9272273-5056612","JPY","2580.00","0.00","0.00","","東京都","162-0845","26"
"2022-10-12T06:09:43+09:00","8Q-VTYS-YQ5Z","X000RMJ4KD","B07RNDQ5S7","NRT5","1","249-6972080-0675821","JPY","1580.00","0.00","0.00","","千葉県","275-0017","16"
"2022-10-12T06:03:07+09:00","T8-FSOJ-B0V1","X000YPFNUN","B07C7PVL42","KIX4","1","503-0717341-0830228","JPY","718.00","0.00","0.00","","京都府","601-8416","7"
"2022-10-12T06:02:22+09:00","91-7A3K-7U8I","X000RJN8FD","B07RRJ3RVV","KIX4","1","249-0580605-3743050","JPY","1380.00","0.00","0.00","","和歌山県","646-0031","14"
"2022-10-12T06:01:06+09:00","D3-A97R-HYD6","X000RS991B","B07SXQV8NQ","KIX4","1","250-4809984-8729468","JPY","1980.00","0.00","0.00","","大阪府","573-0157","20"
"2022-10-12T06:00:19+09:00","PK-LF7F-7NQF","X000R151B5","B077VTPBC2","NRT5","1","503-1975235-6467069","JPY","1380.00","0.00","0.00","","東京都","201-0002","0"
"2022-10-12T05:23:59+09:00","97-W48L-K89A","X000YPFN7L","B07C7JX67Y","KIX5","1","250-1739126-5869457","JPY","718.00","0.00","0.00","","岐阜県","503-0023","7"
"2022-10-12T02:36:51+09:00","2G-4M7E-CPTT","X000TC4Q81","B0829SLDXV","FSZ1","1","503-4245813-9745414","JPY","1580.00","0.00","0.00","","兵庫県","663-8181","16"
"2022-10-12T02:13:02+09:00","HU-4C3A-YQ59","X000RKIE15","B07RN3T64S","KIX4","1","250-2146343-6883809","JPY","2380.00","0.00","0.00","","千葉県","283-0048","0"
"2022-10-12T02:12:40+09:00","PK-LF7F-7NQF","X000R151B5","B077VTPBC2","KIX4","1","503-4687794-0889405","JPY","1380.00","0.00","0.00","","埼玉県","359-0003","0"
"2022-10-12T01:39:23+09:00","97-W48L-K89A","X000YPFN7L","B07C7JX67Y","HND6","1","250-9021449-2834250","JPY","718.00","0.00","0.00","","東京都","165-0035","7"
"2022-10-12T01:08:23+09:00","56-XSBC-TM3R","X000ZJ41L5","B09N2QCCDD","HND6","1","503-3456766-2779858","JPY","2580.00","0.00","0.00","","神奈川県","221-0801","26"
"2022-10-12T00:29:49+09:00","D3-A97R-HYD6","X000RS991B","B07SXQV8NQ","TYO2","1","249-1137331-1469435","JPY","1980.00","0.00","0.00","","千葉県","263-0021","20"
"2022-10-11T23:33:02+09:00","5E-IANH-I1KD","X000UXVO61","B089WGVVVS","NRT5","1","250-3959491-5919004","JPY","2580.00","0.00","0.00","","神奈川県","232-0052","26"
"2022-10-11T23:21:27+09:00","8Q-VTYS-YQ5Z","X000RMJ4KD","B07RNDQ5S7","NRT5","1","250-9887441-6232644","JPY","1580.00","0.00","0.00","","神奈川県","225-0024","16"
"2022-10-11T18:40:17+09:00","EQ-E9S7-QXE3","X000RT5CCP","B07K5QMCP2","HSG1","1","250-2168155-8971868","JPY","1780.00","0.00","0.00","","京都府","620-0848","0"
"2022-10-11T18:35:03+09:00","0F-QOYL-CX4N","X000UXXD51","B089XVJJ3C","HSG1","1","250-9944126-2058227","JPY","2580.00","0.00","0.00","","長崎県","811-5464","26"
"2022-10-11T18:26:52+09:00","6I-0H96-18IA","X000RJIWPT","B077VWS1WM","NRT5","1","503-1731507-9831022","JPY","1480.00","0.00","0.00","","香川県","769-1611","0"
"2022-10-11T18:12:07+09:00","NR-5Z4P-2YBS","X000RJN8F3","B07RNDMDMY","TYO9","1","249-0133178-0809474","JPY","1255.00","284.00","0.00","Tseung Kwan O","Hong Kong","00000","14"
"2022-10-11T18:07:54+09:00","JC-9CLM-Q8BL","X000YPEVHT","B07SR6GSLT","TPB1","1","249-2517029-3851054","JPY","2980.00","0.00","0.00","","愛知県","441-8011","0"
"2022-10-11T18:07:44+09:00","DU-P06F-VJBB","X000RJ3OBB","B07RTHQ2KZ","HSG1","1","250-2692757-8928622","JPY","2380.00","410.00","0.00","","東京都","136-0074","0"
"2022-10-11T18:00:59+09:00","FK-SQOE-Y997","X000WRDZ6R","B0782N7XDJ","NRT5","1","503-4253181-7751808","JPY","1780.00","0.00","0.00","","秋田県","0110931","18"
"2022-10-11T17:19:09+09:00","HM-5URZ-2K38","X000YPEORV","B07C7KGKBH","KIX4","1","503-3617003-0961415","JPY","718.00","0.00","0.00","","東京都","185-0011","7"
"2022-10-11T17:19:09+09:00","EC-FOVX-FOBJ","X000YPFQBT","B07C76HMBS","KIX4","2","503-3617003-0961415","JPY","718.00","0.00","0.00","","東京都","185-0011","0"
"2022-10-11T17:14:45+09:00","9G-33E6-R3JX","X000Y3RKX3","B09837JSYS","KIX4","1","503-2531312-7491846","JPY","2580.00","0.00","0.00","","Tokyo-to","108-0074","26"
"2022-10-11T16:40:42+09:00","1M-UAV8-BEOV","X000ZJ43ZJ","B09NJBRDCD","TYO2","1","503-3971232-9074232","JPY","2580.00","0.00","0.00","","広島県","739-1742","26"
"2022-10-11T16:21:33+09:00","N7-DJHE-BRRC","X000ZN76Q3","B09P8SVSXS","KIX4","1","250-5682212-9050206","JPY","890.00","137.00","0.00","","広島県","731-4222","0"
"2022-10-11T14:08:39+09:00","JQ-MLRE-AH9L","X000YPEOAN","B07C7NS57M","NRT5","1","250-0880906-1369463","JPY","468.00","0.00","0.00","","北海道","062-0904","5"
"2022-10-11T14:07:45+09:00","JQ-MLRE-AH9L","X000YPEOAN","B07C7NS57M","NRT5","1","503-6286647-3091861","JPY","468.00","0.00","0.00","","沖縄県","904-2151","5"
"2022-10-11T11:10:52+09:00","L7-WXI9-AW9P","X000RMG0AZ","B07RP6Q7SK","TYO2","1","503-6755533-8407844","JPY","2380.00","0.00","0.00","","埼玉県","341-0044","0"
"2022-10-11T10:57:35+09:00","FQ-TZLP-HWK1","X000WRDOQD","B0782RGD4B","NRT5","1","503-3506549-4800626","JPY","1780.00","0.00","0.00","","東京都","143-0025","18"
"2022-10-11T10:28:40+09:00","LQ-0N26-JIVF","X000RMF9KH","B07RR6YYFZ","TYO6","1","250-5238105-5150200","JPY","2180.00","0.00","0.00","","東京都","170-0005","22"
"2022-10-11T06:19:40+09:00","L8-9KTN-4UJ3","X000SYHR13","B07ZDDNXF6","KIX5","1","249-5122505-0389464","JPY","2580.00","0.00","0.00","","奈良県","631-0034","26"
"2022-10-11T06:16:36+09:00","NR-5Z4P-2YBS","X000RJN8F3","B07RNDMDMY","NRT5","1","250-2920902-3434215","JPY","1380.00","0.00","0.00","","東京都","161-0034","14"
"2022-10-11T05:55:53+09:00","LR-3KLG-FCBD","X000ZN6XDP","B09P8V2ZC7","TYO2","1","250-2139986-3843813","JPY","908.00","0.00","0.00","","熊本県","862-0970","0"
"2022-10-11T02:18:19+09:00","C8-VY3A-HL06","X000RJ6T1D","B07RRJ5TNV","KIX4","1","250-8321248-9467050","JPY","1580.00","0.00","0.00","","東京都","125-0033","16"
"2022-10-11T00:19:40+09:00","SN-NFFV-BYW0","X000UXRIBL","B089WHXT1Z","TYO2","1","249-1926413-0003012","JPY","2780.00","0.00","0.00","","兵庫県","655-0048","0"
"2022-10-11T00:17:44+09:00","JQ-MLRE-AH9L","X000YPEOAN","B07C7NS57M","TYO2","1","250-4456387-3926241","JPY","468.00","0.00","0.00","","愛知県","444-0241","5"
"2022-10-10T22:43:55+09:00","T8-FSOJ-B0V1","X000YPFNUN","B07C7PVL42","HND9","1","250-0746808-2056642","JPY","718.00","0.00","0.00","市川市","千葉県","272-0837","7"
"2022-10-10T18:06:41+09:00","1M-UIA7-WLFP","X000RJ3N3P","B07RP5Y4R4","NRT5","1","250-8429180-9304627","JPY","2180.00","0.00","0.00","","東京都","146-0082","22"
"2022-10-10T17:12:22+09:00","8Q-VTYS-YQ5Z","X000RMJ4KD","B07RNDQ5S7","TYO2","1","503-4673046-0497408","JPY","1580.00","0.00","0.00","","神奈川県","2380013","16"
"2022-10-10T17:08:36+09:00","FK-SQOE-Y997","X000WRDZ6R","B0782N7XDJ","KIX4","1","249-3101306-5423056","JPY","1780.00","0.00","0.00","","東京都","113-0001","18"
"2022-10-10T17:05:59+09:00","8Q-VTYS-YQ5Z","X000RMJ4KD","B07RNDQ5S7","KIX4","1","503-8168787-6893433","JPY","1580.00","122.00","0.00","","福岡県","802-0814","16"
"2022-10-10T16:42:27+09:00","XA-MQVG-UFQV","X000UXRIBB","B089WH8GWJ","TYO2","1","250-7094015-3873427","JPY","2780.00","0.00","0.00","","京都府","616-0004","28"
"2022-10-10T15:07:15+09:00","X8-MI20-UUAX","X000RS99C5","B07K5S3KNK","KIX4","1","503-0614847-7965440","JPY","1780.00","0.00","0.00","","新潟県","955-0033","18"
"2022-10-10T14:36:43+09:00","7K-1BQC-2KED","X000Y4RKFF","B098DVR5NR","KIX1","1","249-6778536-2837435","JPY","1780.00","137.00","0.00","","千葉県","270-0163","18"
"2022-10-10T14:29:33+09:00","HB-E5PD-U2WL","X000RS958X","B07K5RYSRY","HND3","1","503-8799338-5337433","JPY","1780.00","0.00","0.00","","東京都","167-0033","18"
"2022-10-10T13:33:12+09:00","B1-V2N2-J8BN","X000RMFHM7","B077VSSFGH","KIX5","1","250-9793771-4347844","JPY","1380.00","0.00","0.00","","東京都","157-0065","14"
"2022-10-10T12:32:46+09:00","X9-AILJ-IY98","X000RJJTZV","B07RQ4P48F","NGO2","1","250-3133626-0780661","JPY","2180.00","0.00","0.00","","大阪府","562-0031","22"
"2022-10-10T12:32:46+09:00","28-JBW4-RJOM","X000Y4QZQF","B098DWTGXY","NGO2","1","250-3133626-0780661","JPY","2580.00","0.00","0.00","","大阪府","562-0031","26"
"2022-10-10T10:59:02+09:00","EV-5CEC-EMJP","X000UXVU83","B089WGW78M","NRT5","1","503-7350067-4371844","JPY","2780.00","0.00","0.00","","千葉県","271-0077","28"
"2022-10-10T10:58:12+09:00","SI-EW2B-SYU1","X000RJLK1R","B07RRD55DH","NRT5","1","503-1593715-4324604","JPY","1980.00","0.00","0.00","","Tokyo-to","150-0012","20"
"2022-10-10T10:57:06+09:00","EC-FOVX-FOBJ","X000YPFQBT","B07C76HMBS","NRT5","1","250-2584955-6441423","JPY","718.00","0.00","0.00","","Tokyo-to","156-0054","0"
"2022-10-10T10:16:19+09:00","91-7A3K-7U8I","X000RJN8FD","B07RRJ3RVV","TYO6","1","250-5797831-4922210","JPY","1380.00","0.00","0.00","","神奈川県","252-0313","14"
"2022-10-10T06:14:17+09:00","TW-JZWW-KQAK","X000RLC8J3","B07RP5CMMY","TYO6","1","250-3584482-9450201","JPY","1680.00","0.00","0.00","","東京都","151-0053","17"
"2022-10-10T06:08:16+09:00","86-XZB0-HL4R","X000Y4PEQR","B098DXXPTC","TYO2","1","503-4686313-3887842","JPY","2580.00","0.00","0.00","","神奈川県","213-0032","26"
"2022-10-10T06:05:13+09:00","JQ-MLRE-AH9L","X000YPEOAN","B07C7NS57M","KIX4","1","503-5805197-1377418","JPY","468.00","0.00","0.00","","滋賀県","520-2423","5"
"2022-10-10T05:39:15+09:00","DC-2LS2-5Z5Z","X0010LB4UX","B09Y99KC38","TYO2","1","249-8946773-5189444","JPY","798.00","0.00","0.00","","埼玉県","330-0074","0"
"2022-10-10T02:11:56+09:00","FK-SQOE-Y997","X000WRDZ6R","B0782N7XDJ","KIX4","1","503-1222230-0811858","JPY","1780.00","0.00","0.00","","神奈川県","214-0035","18"
"2022-10-10T02:10:30+09:00","9G-33E6-R3JX","X000Y3RKX3","B09837JSYS","KIX4","1","250-4388061-1228602","JPY","2580.00","0.00","0.00","","静岡県","411-0943","26"
"2022-10-10T01:59:22+09:00","NR-5Z4P-2YBS","X000RJN8F3","B07RNDMDMY","FSZ1","1","250-1453526-3933466","JPY","1380.00","0.00","0.00","","愛知県","458-0827","14"
"2022-10-10T00:11:27+09:00","SE-6APE-EDI4","X000WRDPNZ","B0782VLBQ7","TYO2","1","250-4163686-4683021","JPY","1780.00","0.00","0.00","","東京都","108-0072","18"
"2022-10-10T00:08:40+09:00","FQ-TZLP-HWK1","X000WRDOQD","B0782RGD4B","TYO2","1","503-7737948-6053441","JPY","1780.00","0.00","0.00","","愛知県","460-0007","18"
"2022-10-09T23:24:30+09:00","91-7A3K-7U8I","X000RJN8FD","B07RRJ3RVV","NRT5","1","250-4091041-1921458","JPY","1380.00","0.00","0.00","","東京都","174-0046","14"
"2022-10-09T23:21:28+09:00","MH-OWU7-QZ6B","X000R15J6H","B077VYDWWP","NRT5","1","250-4858869-5518269","JPY","1480.00","410.00","0.00","","東京都","135-0062","15"
"2022-10-09T23:11:52+09:00","K1-2G6E-3NBD","X000UYHHMP","B08B1RJPWV","QCB1","1","503-6426532-3475018","JPY","2780.00","0.00","0.00","","千葉県","276-0044","28"
"2022-10-09T23:08:38+09:00","97-W48L-K89A","X000YPFN7L","B07C7JX67Y","TYO4","1","503-7630274-7582209","JPY","718.00","45.00","0.00","","東京都","202-0015","7"
"2022-10-09T18:30:22+09:00","M9-CRQJ-1EUU","X000R151AL","B077VSVXYC","NRT5","1","249-6557865-2705440","JPY","1380.00","0.00","0.00","","東京都","151-0051","0"
"2022-10-09T18:28:54+09:00","D5-WGY2-NJ46","X000ZJ41LP","B09NHPB9GJ","NRT5","1","503-0823693-5963823","JPY","2580.00","410.00","0.00","","群馬県","378-0056","26"
"2022-10-09T18:08:23+09:00","N4-FJS5-AX0C","X000UXVU8X","B089WGPBWW","NRT5","1","249-5252762-6944658","JPY","2780.00","0.00","0.00","","三重県","518-0734","0"
"2022-10-09T17:56:46+09:00","JC-9CLM-Q8BL","X000YPEVHT","B07SR6GSLT","TPX2","1","503-7851908-2330211","JPY","2980.00","0.00","0.00","川口市","埼玉県","332-0034","0"
"2022-10-09T17:27:19+09:00","8Q-VTYS-YQ5Z","X000RMJ4KD","B07RNDQ5S7","KIX3","1","503-8522370-8681459","JPY","1580.00","205.00","0.00","","千葉県","263-0024","16"
"2022-10-09T17:16:45+09:00","8Y-B81U-KU22","X000WRDZ71","B0782T4WWX","KIX4","1","249-2015160-1095053","JPY","1780.00","0.00","0.00","","東京都","171-0041","18"
"2022-10-09T17:12:25+09:00","SE-6APE-EDI4","X000WRDPNZ","B0782VLBQ7","TYO2","1","250-6979287-1943013","JPY","1780.00","410.00","0.00","","埼玉県","337-0041","18"
"2022-10-09T16:37:12+09:00","N7-DJHE-BRRC","X000ZN76Q3","B09P8SVSXS","TYO7","1","249-8083443-0230209","JPY","895.00","0.00","0.00","","北海道","089-0542","0"
"2022-10-09T11:09:17+09:00","8Q-VTYS-YQ5Z","X000RMJ4KD","B07RNDQ5S7","NRT5","1","503-3795709-9932630","JPY","1580.00","0.00","0.00","","東京都","174-0072","16"
"2022-10-09T10:58:39+09:00","J3-4N2I-PGG1","X000UXXD3X","B089Y1Z47X","KIX4","1","249-8187979-6891845","JPY","2580.00","0.00","0.00","","秋田県","018-1502","26"
"2022-10-09T10:56:19+09:00","DT-RMBK-MVUT","X000ROSL5F","B07SRFJ9NM","NRT5","1","250-8694626-3675857","JPY","1980.00","0.00","0.00","","東京都","102-0075","20"
"2022-10-09T10:14:21+09:00","CR-UG42-OR8Z","X000RQCC3P","B07SSDVJYF","TYO7","1","503-4961893-4949435","JPY","1980.00","0.00","0.00","","Tokyo-to","154-0004","20"
"2022-10-09T10:14:21+09:00","UJ-OP0B-GO35","X000RRDNH3","B07SWQ5NN2","TYO7","1","503-4961893-4949435","JPY","1880.00","0.00","0.00","","Tokyo-to","154-0004","19"
"2022-10-09T10:13:28+09:00","97-W48L-K89A","X000YPFN7L","B07C7JX67Y","TYO7","1","503-6084757-3153456","JPY","718.00","0.00","0.00","","東京都","167-0042","7"
"2022-10-09T10:12:28+09:00","97-W48L-K89A","X000YPFN7L","B07C7JX67Y","TYO6","5","249-9381321-6431860","JPY","718.00","0.00","0.00","","神奈川県","235-0021","35"
"2022-10-09T06:26:22+09:00","ML-8QBG-3WLZ","X000RJJ4E7","B077VVKF43","KIX1","1","250-1377926-5218257","JPY","1380.00","136.00","0.00","","大阪府","581-0871","0"
"2022-10-09T06:23:32+09:00","91-7A3K-7U8I","X000RJN8FD","B07RRJ3RVV","NRT5","1","250-6283873-7204645","JPY","1380.00","0.00","0.00","","東京都","179-0081","14"
"2022-10-09T06:04:35+09:00","SN-NFFV-BYW0","X000UXRIBL","B089WHXT1Z","KIX4","1","249-5738847-4242254","JPY","2780.00","0.00","0.00","","奈良県","634-0804","0"
"2022-10-09T04:49:18+09:00","JQ-MLRE-AH9L","X000YPEOAN","B07C7NS57M","HND6","1","250-7700686-2579860","JPY","468.00","102.00","0.00","","埼玉県","343-0002","5"
"2022-10-09T03:26:24+09:00","70-ZTNW-C5FQ","X000RRFKJR","B07SSJJQY6","NRT5","1","249-2593375-8877463","JPY","1980.00","205.00","0.00","","宮城県","981-4122","20"
"2022-10-09T02:17:16+09:00","HI-AN83-A4ZL","X000UXXD15","B089Y5BKR6","KIX4","1","250-4681685-2143840","JPY","2580.00","0.00","0.00","","東京都","134-0087","26"
"2022-10-09T02:15:53+09:00","EQ-E9S7-QXE3","X000RT5CCP","B07K5QMCP2","KIX4","1","503-0473660-1449402","JPY","1780.00","0.00","0.00","","東京都","198-0036","0"
"2022-10-09T02:15:19+09:00","6P-O9LV-C5GR","X000ZT0OO3","B09QHW3DXH","KIX4","1","503-0056952-1693423","JPY","1280.00","0.00","0.00","","愛知県","470-0233","0"
"2022-10-09T02:15:16+09:00","91-7A3K-7U8I","X000RJN8FD","B07RRJ3RVV","KIX4","1","250-5666557-0554266","JPY","1380.00","0.00","0.00","","神奈川県","220-0062","14"
"2022-10-09T02:14:22+09:00","C7-0SVD-ARIO","X000VJZLMR","B08GGBQGFP","KIX4","1","503-8444516-2775050","JPY","2780.00","0.00","0.00","","東京都","135-0042","28"
"2022-10-08T23:08:00+09:00","A1-QYHS-GTNN","X000ZJ43YZ","B09NJF2HY6","TYO2","1","503-4259499-0933433","JPY","2580.00","0.00","0.00","","東京都","156-0051","26"
"2022-10-08T19:14:49+09:00","EO-0LNC-NHMG","X000ZJ41JR","B09NJD697S","NRT5","1","503-5567617-9587808","JPY","2580.00","0.00","0.00","","熊本県","861-4607","26"
"2022-10-08T18:09:44+09:00","91-7A3K-7U8I","X000RJN8FD","B07RRJ3RVV","TYO4","1","503-3808657-0715042","JPY","1380.00","0.00","0.00","","東京都","169-0073","14"
"2022-10-08T17:59:38+09:00","O5-VCC0-95D9","X000R151AV","B077VSSXJX","NRT5","1","250-0520360-7827012","JPY","1380.00","0.00","0.00","","大阪府","530-0003","14"
"2022-10-08T17:19:11+09:00","A8-5E1R-YROC","X000SYHB73","B07ZDF2949","KIX4","1","503-7729503-9251803","JPY","2580.00","410.00","0.00","","大分県","870-0108","26"
"2022-10-08T15:13:28+09:00","M5-KPD9-RB5V","X000RKID9X","B07RP581QF","NRT5","1","503-6361562-3027822","JPY","2380.00","0.00","0.00","","兵庫県","657-0038","0"
"2022-10-08T14:33:27+09:00","97-W48L-K89A","X000YPFN7L","B07C7JX67Y","FSZ1","1","503-9074055-0386248","JPY","718.00","205.00","0.00","","愛知県","448-0856","7"
"2022-10-08T13:50:10+09:00","EU-XHVX-NDCN","X000SYH9WF","B07ZDDTWQ1","FSZ1","1","249-6348766-7823852","JPY","2580.00","0.00","0.00","","東京都","173-0005","26"
"2022-10-08T11:07:52+09:00","LM-W2YT-YFF8","X000RKHTKR","B07RQ4PJML","KIX4","1","503-4467925-9175809","JPY","2180.00","0.00","0.00","","北海道","070-0825","22"
"2022-10-08T10:57:15+09:00","M5-KPD9-RB5V","X000RKID9X","B07RP581QF","NRT5","1","249-0163251-8317420","JPY","2380.00","0.00","0.00","","埼玉県","350-1316","0"
"2022-10-08T10:55:45+09:00","8Y-B81U-KU22","X000WRDZ71","B0782T4WWX","NRT5","1","250-0800248-7551068","JPY","1780.00","0.00","0.00","","東京都","181-0012","18"
"2022-10-08T09:35:40+09:00","FN-VIR3-GDHQ","X000RJ3M1D","B07RN3R4CY","KIX5","1","503-7570465-8279037","JPY","2180.00","0.00","0.00","","大阪府","597-0031","22"
"2022-10-08T06:15:31+09:00","EU-XHVX-NDCN","X000SYH9WF","B07ZDDTWQ1","KIX5","1","250-2329524-5835061","JPY","2580.00","0.00","0.00","","奈良県","631-0013","26"
"2022-10-08T06:08:45+09:00","M9-CRQJ-1EUU","X000R151AL","B077VSVXYC","NRT5","1","250-1187512-5167048","JPY","1380.00","0.00","0.00","","埼玉県","333-0801","0"
"2022-10-08T06:07:48+09:00","MO-6NAH-GNZ6","X000RS97BN","B07K5S4TZ9","NRT5","1","250-0066541-8657454","JPY","1780.00","0.00","0.00","","千葉県","261-0013","18"
"2022-10-08T06:04:27+09:00","C8-VY3A-HL06","X000RJ6T1D","B07RRJ5TNV","KIX4","1","503-3265545-9284617","JPY","1580.00","0.00","0.00","","兵庫県","651-2414","16"
"2022-10-08T06:03:45+09:00","HB-E5PD-U2WL","X000RS958X","B07K5RYSRY","KIX4","1","503-5232068-2739032","JPY","1780.00","0.00","0.00","","大阪府","569-0007","18"
"2022-10-08T06:03:27+09:00","BF-WQP4-AD1S","X000SYG8EZ","B07ZD961DN","KIX4","1","250-2329524-5835061","JPY","2580.00","0.00","0.00","","奈良県","631-0013","26"
"2022-10-08T06:03:27+09:00","HM-5URZ-2K38","X000YPEORV","B07C7KGKBH","NRT5","1","249-5460710-7983802","JPY","718.00","0.00","0.00",",","茨城県","300-0026","7"
"2022-10-08T06:02:53+09:00","HB-E5PD-U2WL","X000RS958X","B07K5RYSRY","KIX4","1","249-8895110-1300635","JPY","1780.00","0.00","0.00","","大阪府","589-0023","18"
"2022-10-08T06:02:42+09:00","8Q-VTYS-YQ5Z","X000RMJ4KD","B07RNDQ5S7","KIX4","1","503-6726499-4065450","JPY","1580.00","205.00","0.00","","香川県","760-0008","16"
"2022-10-08T05:08:53+09:00","HU-4C3A-YQ59","X000RKIE15","B07RN3T64S","TYO2","1","503-2988909-7501459","JPY","2380.00","0.00","0.00","","神奈川県","221-0001","0"
"2022-10-08T02:19:01+09:00","NR-5Z4P-2YBS","X000RJN8F3","B07RNDMDMY","TYO2","1","249-4152105-5558224","JPY","1380.00","82.00","0.00","","宮城県","984-0075","14"
"2022-10-08T02:12:26+09:00","FK-SQOE-Y997","X000WRDZ6R","B0782N7XDJ","KIX4","1","250-6351548-7127062","JPY","1780.00","0.00","0.00","","東京都","120-0044","18"
"2022-10-08T02:08:49+09:00","ZF-2SU1-0BTA","X000RS9911","B07SXR9R43","KIX4","1","250-8489939-5026203","JPY","1980.00","0.00","0.00","","神奈川県","214-0012","20"
"2022-10-08T01:20:00+09:00","8Q-VTYS-YQ5Z","X000RMJ4KD","B07RNDQ5S7","KIX5","1","249-4001212-8521403","JPY","1580.00","0.00","0.00","","愛知県","453-0846","16"
"2022-10-08T00:10:01+09:00","HU-4C3A-YQ59","X000RKIE15","B07RN3T64S","TYO2","1","250-7592990-6459836","JPY","2380.00","0.00","0.00","","東京都","135-0061","0"
"2022-10-08T00:09:16+09:00","HU-4C3A-YQ59","X000RKIE15","B07RN3T64S","TYO2","1","249-8770582-1399059","JPY","2380.00","0.00","0.00","","東京都","175-0082","0"
"2022-10-07T23:27:18+09:00","5E-IANH-I1KD","X000UXVO61","B089WGVVVS","NRT5","1","503-4041332-2615836","JPY","2580.00","0.00","0.00","","岐阜県","501-5122","26"
"2022-10-07T23:21:28+09:00","EV-5CEC-EMJP","X000UXVU83","B089WGW78M","NRT5","1","249-1621012-4076633","JPY","2780.00","0.00","0.00","","東京都","145-0076","28"
"2022-10-07T23:16:38+09:00","UY-Y0MP-V8FJ","X000UXQ6NH","B089WH17QK","NRT5","1","249-9683441-5133420","JPY","2780.00","410.00","0.00","","埼玉県","351-0011","0"
"2022-10-07T20:37:02+09:00","HU-4C3A-YQ59","X000RKIE15","B07RN3T64S","HND6","1","250-5752636-9439838","JPY","2380.00","0.00","0.00","","東京都","136-0071","0"
"2022-10-07T19:00:10+09:00","C8-VY3A-HL06","X000RJ6T1D","B07RRJ5TNV","KIX5","1","250-6138465-9190231","JPY","1580.00","0.00","0.00","","東京都","202-0015","16"
"2022-10-07T18:09:36+09:00","JQ-MLRE-AH9L","X000YPEOAN","B07C7NS57M","NRT5","1","249-6000971-8795833","JPY","498.00","410.00","0.00","","茨城県","300-2635","5"
"2022-10-07T18:05:11+09:00","EV-TGZ8-084V","X000RJJ4EH","B0785671P8","KIX6","1","250-8902226-7151031","JPY","1480.00","0.00","0.00","","大阪府","531-0072","15"
"2022-10-07T17:18:31+09:00","JQ-MLRE-AH9L","X000YPEOAN","B07C7NS57M","KIX4","1","249-7920617-5459045","JPY","468.00","0.00","0.00","","福岡県","810-0012","5"
"2022-10-07T17:18:17+09:00","8Q-VTYS-YQ5Z","X000RMJ4KD","B07RNDQ5S7","KIX4","1","503-5858928-4707831","JPY","1580.00","0.00","0.00","","大阪府","590-0837","16"
"2022-10-07T16:57:08+09:00","SE-6APE-EDI4","X000WRDPNZ","B0782VLBQ7","TYO6","1","249-8830802-6660657","JPY","1780.00","0.00","0.00","","東京都","111-0035","18"
"2022-10-07T16:18:33+09:00","N4-FJS5-AX0C","X000UXVU8X","B089WGPBWW","KIX5","1","250-8167436-9974253","JPY","2780.00","0.00","0.00","","東京都","198-0014","0"
"2022-10-07T15:47:53+09:00","8Q-VTYS-YQ5Z","X000RMJ4KD","B07RNDQ5S7","KIX4","2","250-4789416-3667050","JPY","1580.00","0.00","0.00","","長崎県","811-5556","32"
"2022-10-07T15:17:53+09:00","6I-0H96-18IA","X000RJIWPT","B077VWS1WM","NRT5","1","503-3758794-5240602","JPY","1480.00","0.00","0.00","","大阪府","590-0052","0"
"2022-10-07T14:55:21+09:00","JQ-MLRE-AH9L","X000YPEOAN","B07C7NS57M","KIX5","1","249-9922579-6764657","JPY","468.00","0.00","0.00","","香川県","762-0023","5"
"2022-10-07T14:37:38+09:00","NM-TVF4-T6PJ","X000Y4RQMH","B098DWFVRW","TYO4","1","249-7084666-2924643","JPY","2580.00","0.00","0.00","","東京都","104-0042","26"
"2022-10-07T12:09:35+09:00","SI-EW2B-SYU1","X000RJLK1R","B07RRD55DH","KIX6","1","250-8337718-3928607","JPY","1980.00","0.00","0.00","","兵庫県","661-0033","20"
